Look up table showing relationship of Lower Super Output Areas (LSOAs) to Wards*,,,,,,,,,,,,,,,,
E01030779,Surrey Heath 003B,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030780,Surrey Heath 003C,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030781,Surrey Heath 003D,E05007381,Lightwater,Surrey Heath,,,,,,,,,,,,
E01030786,Surrey Heath 004A,E05007383,Old Dean,Surrey Heath,,,,,,,,,,,,
E01030787,Surrey Heath 004B,E05007383,Old Dean,Surrey Heath,,,,,,,,,,,,
E01030788,Surrey Heath 004C,E05007383,Old Dean,Surrey Heath,,,,,,,,,,,,
E01030801,Surrey Heath 004D,E05007387,Town (Camberley),Surrey Heath,,,,,,,,,,,,
E01030802,Surrey Heath 004E,E05007387,Town (Camberley),Surrey Heath,,,,,,,,,,,,
E01030796,Surrey Heath 005A,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030797,Surrey Heath 005B,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030798,Surrey Heath 005C,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030799,Surrey Heath 005D,E05007386,St Pauls,Surrey Heath,,,,,,,,,,,,
E01030800,Surrey Heath 005E,E05007387,Town (Camberley),Surrey Heath,,,,,,,,,,,,
E01030761,Surrey Heath 006A,E05007376,Bisley,Surrey Heath,,,,,,,,,,,,
E01030762,Surrey Heath 006B,E05007376,Bisley,Surrey Heath,,,,,,,,,,,,
E01030806,Surrey Heath 006C,E05007389,West End,Surrey Heath,,,,,,,,,,,,
E01030807,Surrey Heath 006D,E05007389,West End,Surrey Heath,,,,,,,,,,,,
E01030808,Surrey Heath 006E,E05007389,West End,Surrey Heath,,,,,,,,,,,,
E01030774,Surrey Heath 007A,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030775,Surrey Heath 007B,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030776,Surrey Heath 007C,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030777,Surrey Heath 007D,E05007380,Heatherside,Surrey Heath,,,,,,,,,,,,
E01030793,Surrey Heath 008A,E05007385,St Michaels,Surrey Heath,,,,,,,,,,,,
E01030794,Surrey Heath 008B,E05007385,St Michaels,Surrey Heath,,,,,,,,,,,,
E01030795,Surrey Heath 008C,E05007385,St Michaels,Surrey Heath,,,,,,,,,,,,
E01030803,Surrey Heath 008D,E05007388,Watchetts,Surrey Heath,,,,,,,,,,,,
E01030804,Surrey Heath 008E,E05007388,Watchetts,Surrey Heath,,,,,,,,,,,,
E01030805,Surrey Heath 008F,E05007388,Watchetts,Surrey Heath,,,,,,,,,,,,
E01030789,Surrey Heath 009A,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030790,Surrey Heath 009B,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030791,Surrey Heath 009C,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030792,Surrey Heath 009D,E05007384,Parkside,Surrey Heath,,,,,,,,,,,,
E01030766,Surrey Heath 010A,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030767,Surrey Heath 010B,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030768,Surrey Heath 010C,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030769,Surrey Heath 010D,E05007378,Frimley,Surrey Heath,,,,,,,,,,,,
E01030770,Surrey Heath 011A,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030771,Surrey Heath 011B,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030772,Surrey Heath 011C,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030773,Surrey Heath 011D,E05007379,Frimley Green,Surrey Heath,,,,,,,,,,,,
E01030782,Surrey Heath 012A,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030783,Surrey Heath 012B,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030784,Surrey Heath 012C,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030785,Surrey Heath 012D,E05007382,Mytchett and Deepcut,Surrey Heath,,,,,,,,,,,,
E01030855,Tandridge 002A,E05007405,Warlingham West,Tandridge,,,,,,,,,,,,
E01030856,Tandridge 002B,E05007405,Warlingham West,Tandridge,,,,,,,,,,,,
E01030859,Tandridge 002C,E05007407,Whyteleafe,Tandridge,,,,,,,,,,,,
E01030860,Tandridge 002D,E05007407,Whyteleafe,Tandridge,,,,,,,,,,,,
E01030844,Tandridge 003A,E05007400,Portley,Tandridge,,,,,,,,,,,,
E01030845,Tandridge 003B,E05007400,Portley,Tandridge,,,,,,,,,,,,
E01030846,Tandridge 003C,E05007400,Portley,Tandridge,,,,,,,,,,,,
E01030857,Tandridge 003D,E05007406,Westway,Tandridge,,,,,,,,,,,,
E01030858,Tandridge 003E,E05007406,Westway,Tandridge,,,,,,,,,,,,
E01030828,Tandridge 004A,E05007395,Harestone,Tandridge,,,,,,,,,,,,
E01030829,Tandridge 004B,E05007395,Harestone,Tandridge,,,,,,,,,,,,
E01030830,Tandridge 004C,E05007395,Harestone,Tandridge,,,,,,,,,,,,
E01030850,Tandridge 004D,E05007403,Valley,Tandridge,,,,,,,,,,,,
E01030851,Tandridge 004E,E05007403,Valley,Tandridge,,,,,,,,,,,,
E01030861,Tandridge 004F,E05007408,Woldingham,Tandridge,,,,,,,,,,,,
E01030820,Tandridge 005A,E05007391,Chaldon,Tandridge,,,,,,,,,,,,
E01030847,Tandridge 005B,E05007401,Queens Park,Tandridge,,,,,,,,,,,,
E01030848,Tandridge 005C,E05007401,Queens Park,Tandridge,,,,,,,,,,,,
E01030831,Tandridge 006A,E05007396,Limpsfield,Tandridge,,,,,,,,,,,,
E01030832,Tandridge 006B,E05007396,Limpsfield,Tandridge,,,,,,,,,,,,
E01030836,Tandridge 006C,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030837,Tandridge 006D,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030838,Tandridge 006E,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030839,Tandridge 006F,E05007398,Oxted North and Tandridge,Tandridge,,,,,,,,,,,,
E01030840,Tandridge 007A,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030841,Tandridge 007B,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030842,Tandridge 007C,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030843,Tandridge 007D,E05007399,Oxted South,Tandridge,,,,,,,,,,,,
E01030812,Tandridge 008A *,E05007409,Bletchingley and Nutfield (best fit),Tandridge,,,,,,,,,,,,
E01030813,Tandridge 008B,E05007409,Bletchingley and Nutfield,Tandridge,,,,,,,,,,,,
E01030814,Tandridge 008C *,E05007409,Bletchingley and Nutfield (best fit),Tandridge,,,,,,,,,,,,
E01030815,Tandridge 008D,E05007409,Bletchingley and Nutfield,Tandridge,,,,,,,,,,,,
E01030824,Tandridge 009A,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030825,Tandridge 009B,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030826,Tandridge 009C,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030827,Tandridge 009D,E05007394,Godstone,Tandridge,,,,,,,,,,,,
E01030821,Tandridge 010A,E05007392,Dormansland and Felcourt,Tandridge,,,,,,,,,,,,
E01030822,Tandridge 010B,E05007392,Dormansland and Felcourt,Tandridge,,,,,,,,,,,,
E01030833,Tandridge 010C,E05007397,Lingfield and Crowhurst,Tandridge,,,,,,,,,,,,
E01030834,Tandridge 010D,E05007397,Lingfield and Crowhurst,Tandridge,,,,,,,,,,,,
E01030835,Tandridge 010E,E05007397,Lingfield and Crowhurst,Tandridge,,,,,,,,,,,,
E01030816,Tandridge 011A,E05007410,Burstow Horne and Outwood,Tandridge,,,,,,,,,,,,
E01030817,Tandridge 011B *,E05007410,Burstow Horne and Outwood (best fit),Tandridge,,,,,,,,,,,,
E01030818,Tandridge 011C,E05007410,Burstow Horne and Outwood,Tandridge,,,,,,,,,,,,
E01030819,Tandridge 011D,E05007410,Burstow Horne and Outwood,Tandridge,,,,,,,,,,,,
E01030823,Tandridge 011E,E05007393,Felbridge,Tandridge,,,,,,,,,,,,
E01030852,Tandridge 012A,E05007404,Warlingham East and Chelsham & Farleigh,Tandridge,Formerly Tandridge 001B ¶,,,,,,,,,,,
E01030853,Tandridge 012B,E05007404,Warlingham East and Chelsham & Farleigh,Tandridge,Formerly Tandridge 001C ¶,,,,,,,,,,,
E01030854,Tandridge 012C,E05007404,Warlingham East and Chelsham & Farleigh,Tandridge,Formerly Tandridge 001D ¶,,,,,,,,,,,
E01032571,Tandridge 012D,E05007402,Tatsfield and Titsey,Tandridge,Formerly Tandridge 001A (E01030849) ¶,,,,,,,,,,,
E01030890,Waverley 001A,E05007422,Farnham Hale and Heath End,Waverley,,,,,,,,,,,,
E01030902,Waverley 001B,E05007426,Farnham Weybourne and Badshot Lea,Waverley,,,,,,,,,,,,
E01030903,Waverley 001C,E05007426,Farnham Weybourne and Badshot Lea,Waverley,,,,,,,,,,,,
E01030904,Waverley 001D,E05007426,Farnham Weybourne and Badshot Lea,Waverley,,,,,,,,,,,,
E01030891,Waverley 002A,E05007422,Farnham Hale and Heath End,Waverley,,,,,,,,,,,,
E01030892,Waverley 002B,E05007422,Farnham Hale and Heath End,Waverley,,,,,,,,,,,,
E01030899,Waverley 002C,E05007425,Farnham Upper Hale,Waverley,,,,,,,,,,,,
E01030900,Waverley 002D,E05007425,Farnham Upper Hale,Waverley,,,,,,,,,,,,
E01030901,Waverley 002E,E05007425,Farnham Upper Hale,Waverley,,,,,,,,,,,,
E01030884,Waverley 003A,E05007420,Farnham Castle,Waverley,,,,,,,,,,,,
E01030885,Waverley 003B,E05007420,Farnham Castle,Waverley,,,,,,,,,,,,
E01030886,Waverley 003C,E05007420,Farnham Castle,Waverley,,,,,,,,,,,,
E01030893,Waverley 003D,E05007423,Farnham Moor Park,Waverley,,,,,,,,,,,,
E01030895,Waverley 003E,E05007423,Farnham Moor Park,Waverley,,,,,,,,,,,,
E01030881,Waverley 004A,E05007419,Farnham Bourne,Waverley,,,,,,,,,,,,
E01030883,Waverley 004B,E05007419,Farnham Bourne,Waverley,,,,,,,,,,,,
E01030888,Waverley 004C,E05007421,Farnham Firgrove,Waverley,,,,,,,,,,,,
E01030894,Waverley 004D,E05007423,Farnham Moor Park,Waverley,,,,,,,,,,,,
E01030911,Waverley 005A,E05007429,Godalming Binscombe,Waverley,,,,,,,,,,,,
E01030912,Waverley 005B,E05007429,Godalming Binscombe,Waverley,,,,,,,,,,,,
E01030913,Waverley 005C,E05007429,Godalming Binscombe,Waverley,,,,,,,,,,,,
E01030920,Waverley 005D,E05007432,Godalming Farncombe and Catteshall,Waverley,,,,,,,,,,,,
E01030921,Waverley 005E,E05007432,Godalming Farncombe and Catteshall,Waverley,,,,,,,,,,,,
E01030882,Waverley 006A,E05007419,Farnham Bourne,Waverley,,,,,,,,,,,,
E01030887,Waverley 006B,E05007421,Farnham Firgrove,Waverley,,,,,,,,,,,,
E01030889,Waverley 006C,E05007421,Farnham Firgrove,Waverley,,,,,,,,,,,,
E01030896,Waverley 006D,E05007424,Farnham Shortheath and Boundstone,Waverley,,,,,,,,,,,,
E01030897,Waverley 006E,E05007424,Farnham Shortheath and Boundstone,Waverley,,,,,,,,,,,,
E01030916,Waverley 007A,E05007430,Godalming Central and Ockford,Waverley,,,,,,,,,,,,
E01030917,Waverley 007B,E05007431,Godalming Charterhouse,Waverley,,,,,,,,,,,,
E01030918,Waverley 007C,E05007431,Godalming Charterhouse,Waverley,,,,,,,,,,,,
E01030919,Waverley 007D,E05007431,Godalming Charterhouse,Waverley,,,,,,,,,,,,
E01030922,Waverley 007E,E05007432,Godalming Farncombe and Catteshall,Waverley,,,,,,,,,,,,
E01030863,Waverley 008A,E05007412,Blackheath and Wonersh,Waverley,,,,,,,,,,,,
E01030865,Waverley 008B,E05007413,Bramley Busbridge and Hascombe,Waverley,,,,,,,,,,,,
E01030866,Waverley 008C,E05007413,Bramley Busbridge and Hascombe,Waverley,,,,,,,,,,,,
E01030940,Waverley 008D,E05007438,Shamley Green and Cranleigh North,Waverley,,,,,,,,,,,,
E01030898,Waverley 009A,E05007424,Farnham Shortheath and Boundstone,Waverley,,,,,,,,,,,,
E01030905,Waverley 009B,E05007427,Farnham Wrecclesham and Rowledge,Waverley,,,,,,,,,,,,
E01030906,Waverley 009C,E05007427,Farnham Wrecclesham and Rowledge,Waverley,,,,,,,,,,,,
E01030907,Waverley 009D,E05007427,Farnham Wrecclesham and Rowledge,Waverley,,,,,,,,,,,,
E01030914,Waverley 010A,E05007430,Godalming Central and Ockford,Waverley,,,,,,,,,,,,
E01030915,Waverley 010B,E05007430,Godalming Central and Ockford,Waverley,,,,,,,,,,,,
E01030923,Waverley 010C,E05007433,Godalming Holloway,Waverley,,,,,,,,,,,,
E01030924,Waverley 010D,E05007433,Godalming Holloway,Waverley,,,,,,,,,,,,
E01030925,Waverley 010E,E05007433,Godalming Holloway,Waverley,,,,,,,,,,,,
E01030877,Waverley 011A,E05007417,Elstead and Thursley,Waverley,,,,,,,,,,,,
E01030878,Waverley 011B,E05007417,Elstead and Thursley,Waverley,,,,,,,,,,,,
E01030937,Waverley 011C,E05007437,Milford,Waverley,,,,,,,,,,,,
E01030938,Waverley 011D,E05007437,Milford,Waverley,,,,,,,,,,,,
E01030939,Waverley 011E,E05007437,Milford,Waverley,,,,,,,,,,,,
E01030864,Waverley 012A,E05007413,Bramley Busbridge and Hascombe,Waverley,,,,,,,,,,,,
E01030879,Waverley 012B,E05007417,Elstead and Thursley,Waverley,,,,,,,,,,,,
E01030941,Waverley 012C,E05007439,Witley and Hambledon,Waverley,,,,,,,,,,,,
E01030942,Waverley 012D,E05007439,Witley and Hambledon,Waverley,,,,,,,,,,,,
E01030943,Waverley 012E,E05007439,Witley and Hambledon,Waverley,,,,,,,,,,,,
E01030870,Waverley 013A,E05007415,Cranleigh East,Waverley,,,,,,,,,,,,
E01030871,Waverley 013B,E05007415,Cranleigh East,Waverley,,,,,,,,,,,,
E01030872,Waverley 013C,E05007415,Cranleigh East,Waverley,,,,,,,,,,,,
E01030873,Waverley 013D,E05007415,Cranleigh East,Waverley,,,,,,,,,,,,
E01030874,Waverley 013E,E05007416,Cranleigh West,Waverley,,,,,,,,,,,,
E01030875,Waverley 013F,E05007416,Cranleigh West,Waverley,,,,,,,,,,,,
E01030876,Waverley 013G,E05007416,Cranleigh West,Waverley,,,,,,,,,,,,
E01030862,Waverley 015A,E05007411,Alfold Cranleigh Rural and Ellens Green,Waverley,,,,,,,,,,,,
E01030867,Waverley 015B,E05007414,Chiddingfold and Dunsfold,Waverley,,,,,,,,,,,,
E01030868,Waverley 015C,E05007414,Chiddingfold and Dunsfold,Waverley,,,,,,,,,,,,
E01030869,Waverley 015D,E05007414,Chiddingfold and Dunsfold,Waverley,,,,,,,,,,,,
E01030880,Waverley 015E,E05007418,Ewhurst,Waverley,,,,,,,,,,,,
E01030930,Waverley 016A,E05007435,Haslemere East and Grayswood,Waverley,,,,,,,,,,,,
E01030931,Waverley 016B,E05007435,Haslemere East and Grayswood,Waverley,,,,,,,,,,,,
E01030932,Waverley 016C,E05007435,Haslemere East and Grayswood,Waverley,,,,,,,,,,,,
E01030933,Waverley 016D,E05007435,Haslemere East and Grayswood,Waverley,,,,,,,,,,,,
E01030926,Waverley 017A,E05007434,Haslemere Critchmere and Shottermill,Waverley,,,,,,,,,,,,
E01030927,Waverley 017B,E05007434,Haslemere Critchmere and Shottermill,Waverley,,,,,,,,,,,,
E01030928,Waverley 017C,E05007434,Haslemere Critchmere and Shottermill,Waverley,,,,,,,,,,,,
E01030929,Waverley 017D,E05007434,Haslemere Critchmere and Shottermill,Waverley,,,,,,,,,,,,
E01030908,Waverley 018A,E05007428,Frensham Dockenfield and Tilford,Waverley,Formerly Waverley 014A ¶,,,,,,,,,,,
E01030909,Waverley 018B,E05007428,Frensham Dockenfield and Tilford,Waverley,Formerly Waverley 014B ¶,,,,,,,,,,,
E01030910,Waverley 018C,E05007428,Frensham Dockenfield and Tilford,Waverley,Formerly Waverley 014C ¶,,,,,,,,,,,
E01030934,Waverley 018D,E05007436,Hindhead,Waverley,Formerly Waverley 014D ¶,,,,,,,,,,,
E01030935,Waverley 018E,E05007436,Hindhead,Waverley,Formerly Waverley 014E ¶,,,,,,,,,,,
E01032626,Waverley 018F,E05007436,Hindhead,Waverley,Formerly Waverley 014F (E01030936) ¶,,,,,,,,,,,
E01030946,Woking 001A,E05007441,Byfleet,Woking,,,,,,,,,,,,
E01030947,Woking 001B,E05007441,Byfleet,Woking,,,,,,,,,,,,
E01030948,Woking 001C,E05007441,Byfleet,Woking,,,,,,,,,,,,
E01030949,Woking 001D,E05007441,Byfleet,Woking,,,,,,,,,,,,
E01030950,Woking 001E,E05007441,Byfleet,Woking,,,,,,,,,,,,
E01030996,Woking 002A,E05007454,Pyrford,Woking,,,,,,,,,,,,
E01030998,Woking 002B,E05007454,Pyrford,Woking,,,,,,,,,,,,
E01031002,Woking 002C,E05007456,West Byfleet,Woking,,,,,,,,,,,,
E01031003,Woking 002D,E05007456,West Byfleet,Woking,,,,,,,,,,,,
E01031004,Woking 002E,E05007456,West Byfleet,Woking,,,,,,,,,,,,
E01030963,Woking 003A,E05007445,Horsell East and Woodham,Woking,,,,,,,,,,,,
E01030964,Woking 003B,E05007445,Horsell East and Woodham,Woking,,,,,,,,,,,,
E01030965,Woking 003C,E05007445,Horsell East and Woodham,Woking,,,,,,,,,,,,
E01030966,Woking 003D,E05007446,Horsell West,Woking,,,,,,,,,,,,
E01030967,Woking 003E,E05007446,Horsell West,Woking,,,,,,,,,,,,
E01030968,Woking 003F,E05007446,Horsell West,Woking,,,,,,,,,,,,
E01030980,Woking 004A,E05007449,Maybury and Sheerwater,Woking,,,,,,,,,,,,
E01030981,Woking 004B,E05007449,Maybury and Sheerwater,Woking,,,,,,,,,,,,
E01030982,Woking 004C,E05007449,Maybury and Sheerwater,Woking,,,,,,,,,,,,
E01030983,Woking 004D,E05007449,Maybury and Sheerwater,Woking,,,,,,,,,,,,
E01030984,Woking 004E,E05007449,Maybury and Sheerwater,Woking,,,,,,,,,,,,
E01030985,Woking 004F,E05007449,Maybury and Sheerwater,Woking,,,,,,,,,,,,
E01030951,Woking 005A,E05007442,Goldsworth East,Woking,,,,,,,,,,,,
E01030952,Woking 005B,E05007442,Goldsworth East,Woking,,,,,,,,,,,,
E01030953,Woking 005C,E05007442,Goldsworth East,Woking,,,,,,,,,,,,
E01030956,Woking 005D,E05007443,Goldsworth West,Woking,,,,,,,,,,,,
E01030957,Woking 005E,E05007443,Goldsworth West,Woking,,,,,,,,,,,,
E01030958,Woking 005F,E05007443,Goldsworth West,Woking,,,,,,,,,,,,
E01030959,Woking 005G,E05007443,Goldsworth West,Woking,,,,,,,,,,,,
E01030988,Woking 006A,E05007451,Mount Hermon East,Woking,,,,,,,,,,,,
E01030989,Woking 006B,E05007451,Mount Hermon East,Woking,,,,,,,,,,,,
E01030990,Woking 006C,E05007451,Mount Hermon East,Woking,,,,,,,,,,,,
E01030997,Woking 006D,E05007454,Pyrford,Woking,,,,,,,,,,,,
E01030974,Woking 007A,E05007448,Knaphill,Woking,,,,,,,,,,,,
E01030975,Woking 007B,E05007448,Knaphill,Woking,,,,,,,,,,,,
E01030976,Woking 007C,E05007448,Knaphill,Woking,,,,,,,,,,,,
E01030977,Woking 007D,E05007448,Knaphill,Woking,,,,,,,,,,,,
E01030979,Woking 007E,E05007448,Knaphill,Woking,,,,,,,,,,,,
E01030954,Woking 008A,E05007442,Goldsworth East,Woking,,,,,,,,,,,,
E01030969,Woking 008B,E05007446,Horsell West,Woking,,,,,,,,,,,,
E01030970,Woking 008C,E05007446,Horsell West,Woking,,,,,,,,,,,,
E01030991,Woking 008D,E05007452,Mount Hermon West,Woking,,,,,,,,,,,,
E01030993,Woking 008E,E05007452,Mount Hermon West,Woking,,,,,,,,,,,,
E01030960,Woking 009A,E05007444,Hermitage and Knaphill South,Woking,,,,,,,,,,,,
E01030961,Woking 009B,E05007444,Hermitage and Knaphill South,Woking,,,,,,,,,,,,
E01030962,Woking 009C,E05007444,Hermitage and Knaphill South,Woking,,,,,,,,,,,,
E01031000,Woking 009D,E05007455,St John`s and Hook Heath,Woking,,,,,,,,,,,,
E01030955,Woking 010A,E05007442,Goldsworth East,Woking,,,,,,,,,,,,
E01030992,Woking 010B,E05007452,Mount Hermon West,Woking,,,,,,,,,,,,
E01030999,Woking 010C,E05007455,St John`s and Hook Heath,Woking,,,,,,,,,,,,
E01031001,Woking 010D,E05007455,St John`s and Hook Heath,Woking,,,,,,,,,,,,
E01030971,Woking 011A,E05007447,Kingfield and Westfield,Woking,,,,,,,,,,,,
E01030972,Woking 011B,E05007447,Kingfield and Westfield,Woking,,,,,,,,,,,,
E01030973,Woking 011C,E05007447,Kingfield and Westfield,Woking,,,,,,,,,,,,
E01030994,Woking 011D,E05007453,Old Woking,Woking,,,,,,,,,,,,
E01030995,Woking 011E,E05007453,Old Woking,Woking,,,,,,,,,,,,
E01030944,Woking 012A,E05007440,Brookwood,Woking,,,,,,,,,,,,
E01030945,Woking 012B,E05007440,Brookwood,Woking,,,,,,,,,,,,
E01030978,Woking 012C,E05007448,Knaphill,Woking,,,,,,,,,,,,
E01030986,Woking 012D,E05007450,Mayford and Sutton Green,Woking,,,,,,,,,,,,
E01030987,Woking 012E,E05007450,Mayford and Sutton Green,Woking,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"* Ward boundaries are revised from time to time, but the LSOA boundaries will only be revised if they become too small or too",,,,,,,,,,,,,,,,
"large (when they will be split in 2 or combined with a neighbouring LSOA) This means that over time, LSOAs will not fit in",,,,,,,,,,,,,,,,
"wards. This table shows the ""best fit"" of LSOAs to current wards.  In Surrey the only change to wards since 2001 was a",,,,,,,,,,,,,,,,
"revision of the boundary between Bletchingley & Nutfield and Burstow, Horne & Outwood in Tandridge.",,,,,,,,,,,,,,,,
LSOAs affected by the change are indicated by *,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
¶ The names and in some cases codes of these LSOAs was changed in 2011,,,,,,,,,,,,,,,,
